Quantity available for crop commodity demand (domestic and imported),,,,,,,,,,,,,,,,,,,,,,,,,,,
scenario,region,sector,subsector,input,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Northern,regional root_tuber,domestic root_tuber,RootTuber,domestic root_tuber,4.20289,6.84941,9.8389,12.1549,12.7149,13.2247,13.6002,14.1631,14.5434,14.9407,15.2247,15.7879,16.1067,16.2723,16.2197,16.0707,15.9077,15.6927,15.3933,15.038,14.6295,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Northern,regional root_tuber,imported root_tuber,traded root_tuber,imported root_tuber,0.0707987,0,0,0.337899,0.356875,0.374173,0.388995,0.399077,0.404646,0.411297,0.415346,0.432458,0.443599,0.451562,0.454007,0.454297,0.455097,0.454332,0.451304,0.445942,0.4397,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Northern,regional soybean,domestic soybean,Soybean,domestic soybean,0.107391,0.0353466,0.0311464,0.040824,0.0416424,0.043625,0.0456139,0.0487066,0.0518692,0.055148,0.0586533,0.0607159,0.0627214,0.0647086,0.0664343,0.0679038,0.069012,0.0700409,0.0709277,0.0717241,0.072248,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Northern,regional soybean,imported soybean,traded soybean,imported soybean,0.983149,3.25884,4.91076,5.43463,5.80354,6.37676,7.00509,7.69181,8.40381,9.1358,9.88846,10.5296,11.1407,11.733,12.2504,12.692,13.0633,13.3966,13.6915,13.941,14.1705,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Northern,regional sugarcrop,domestic sugarcrop,SugarCrop,domestic sugarcrop,16.2638,24.0497,25.9214,29.9237,31.6677,33.4249,35.1826,36.7219,38.144,39.456,40.6038,41.4232,42.0506,42.4989,42.7801,42.927,42.9566,42.8932,42.7679,42.5599,42.2369,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Northern,regional sugarcrop,imported sugarcrop,traded sugarcrop,imported sugarcrop,1.71665,2.38688,3.08578,3.80358,4.49871,5.10968,5.83188,6.95152,8.19089,9.17306,9.75854,9.6838,9.64877,9.46429,9.33727,9.12973,8.82937,8.46032,8.09109,7.7007,7.31885,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Northern,regional wheat,domestic wheat,Wheat,domestic wheat,9.93491,16.2364,16.7265,19.7537,20.6933,21.998,23.2247,24.4187,25.5768,26.7484,27.9159,28.272,28.4837,28.6008,28.6071,28.554,28.4518,28.3419,28.2249,28.0932,27.9229,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Northern,regional wheat,imported wheat,traded wheat,imported wheat,13.0865,14.9665,20.2579,20.0112,20.6092,21.6985,22.6887,23.1011,23.5074,23.852,24.1005,24.7252,25.1162,25.3288,25.3656,25.2865,25.1168,24.9033,24.7056,24.5007,24.3598,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Northern,total biomass,domestic biomass,biomass,domestic biomass,0.0275096,0.0503315,0.0756978,0.0848766,0.133133,0.180759,0.231034,0.278682,0.329929,0.380962,0.419594,0.433503,0.440769,0.452519,0.459986,0.470555,0.482907,0.498098,0.5152,0.534779,0.554972,EJ
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Northern,total biomass,imported biomass,traded biomass,imported biomass,0.0245171,0.0437756,0.0696784,0.078308,0.136957,0.19188,0.259746,0.326961,0.38612,0.443218,0.487402,0.516579,0.529935,0.548355,0.559065,0.574801,0.594741,0.619636,0.647327,0.679624,0.715974,EJ
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,FodderHerb_Residue,FodderHerb,FodderHerb,FodderHerb,2.96866,2.67941,2.86496,3.22091,3.49335,3.99835,4.67739,5.39166,6.25872,7.28385,8.47565,9.91652,11.4677,13.1165,14.829,16.5414,18.2545,19.9044,21.426,22.7843,24.0706,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional corn,domestic corn,Corn,domestic corn,7.59251,10.1352,14.1888,14.5124,17.6669,20.7092,23.8717,27.1297,30.5856,34.1181,37.498,39.1513,40.4972,41.5989,42.4671,43.0635,43.3797,43.4732,43.4239,43.2121,43.2345,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional corn,imported corn,traded corn,imported corn,1.07825,1.16852,0.989416,0.773862,0.936742,1.10307,1.28918,1.4324,1.57552,1.69483,1.80101,1.98654,2.19162,2.39537,2.62133,2.82129,2.97943,3.1014,3.18904,3.23548,3.33509,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional fibercrop,domestic fibercrop,FiberCrop,domestic fibercrop,0.424938,0.509317,0.691416,0.309724,0.346092,0.395045,0.450906,0.508324,0.572268,0.640643,0.713523,0.758981,0.801195,0.842492,0.882404,0.91891,0.950921,0.979538,1.00531,1.02845,1.04473,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional fibercrop,imported fibercrop,traded fibercrop,imported fibercrop,0,0,0,0.0564896,0.062007,0.066972,0.0742121,0.0795956,0.0865541,0.0939357,0.101607,0.110016,0.119648,0.130757,0.143079,0.155505,0.167421,0.178918,0.189893,0.199956,0.209362,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional misccrop,domestic misccrop,MiscCrop,domestic misccrop,6.78411,11.9854,16.0504,21.3949,24.6696,29.1773,34.6947,40.4447,46.8563,54.246,62.3965,72.2911,82.4439,92.712,102.665,112.175,121.305,129.739,137.169,143.574,149.037,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional misccrop,imported misccrop,traded misccrop,imported misccrop,0,0.112283,0,0.592113,0.676651,0.794365,0.942847,1.09538,1.26778,1.46903,1.69496,1.99492,2.3181,2.66156,3.01318,3.36419,3.714,4.04979,4.35473,4.62247,4.86764,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional oilcrop,domestic oilcrop,OilCrop,domestic oilcrop,0.62212,1.37368,1.7128,1.218,1.7652,2.32815,2.99678,3.74969,4.65269,5.68547,6.79573,7.92544,9.16203,10.4572,11.7425,12.955,14.0885,15.1106,15.9644,16.6276,17.5638,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional oilcrop,imported oilcrop,traded oilcrop,imported oilcrop,0.0273621,0.0406716,0,0.180813,0.261432,0.344128,0.442236,0.533834,0.644173,0.761785,0.886743,1.07172,1.30362,1.56776,1.87428,2.18849,2.49656,2.79231,3.05789,3.27541,3.61059,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional othergrain,domestic othergrain,OtherGrain,domestic othergrain,1.45403,1.60724,1.90355,1.69977,1.91713,2.13341,2.34117,2.54538,2.76178,2.96601,3.16047,3.19295,3.21555,3.23295,3.25196,3.26781,3.2774,3.28612,3.29709,3.3102,3.31688,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional othergrain,imported othergrain,traded othergrain,imported othergrain,0.124023,0.301844,0.394251,0.44127,0.531549,0.606917,0.686574,0.740765,0.800537,0.854683,0.907418,0.966826,1.02818,1.09,1.15908,1.22519,1.28311,1.33573,1.38245,1.42061,1.46685,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional palmfruit,domestic palmfruit,PalmFruit,domestic palmfruit,1.11831,1.12592,1.17521,1.13969,1.29058,1.46509,1.66563,1.86731,2.08487,2.32272,2.57396,2.82289,3.06359,3.2945,3.51238,3.71436,3.89816,4.06402,4.21299,4.34528,4.45369,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional palmfruit,imported palmfruit,traded palmfruit,imported palmfruit,0.0027424,0.474601,0.478847,0.489897,0.527639,0.585864,0.658783,0.745255,0.847307,0.965734,1.10732,1.2624,1.43919,1.63444,1.8511,2.0781,2.30921,2.53946,2.75975,2.96412,3.16053,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional rice,domestic rice,Rice,domestic rice,0.751919,1.37108,2.36087,2.55846,2.85201,3.1508,3.4472,3.77748,4.1117,4.42859,4.72275,4.83831,4.95968,5.07109,5.17856,5.27485,5.36173,5.44164,5.51172,5.5735,5.6286,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional rice,imported rice,traded rice,imported rice,0.347312,1.18049,1.33393,1.69636,1.78795,1.91079,2.06386,2.17955,2.30229,2.40508,2.49081,2.59051,2.80059,3.04782,3.32852,3.61813,3.91216,4.20546,4.47928,4.726,5.00136,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional root_tuber,domestic root_tuber,RootTuber,domestic root_tuber,15.3062,29.5384,39.4739,39.9524,43.5231,47.6108,51.6669,55.5558,59.0082,62.33,65.3277,70.3875,74.7433,78.6401,81.9286,84.719,87.264,89.4081,90.9582,91.9997,92.5719,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional root_tuber,imported root_tuber,traded root_tuber,imported root_tuber,0,0.0834654,0.0979452,0.0865139,0.0957175,0.106469,0.118189,0.126398,0.133729,0.140924,0.14787,0.163181,0.178042,0.192912,0.207453,0.221385,0.235225,0.248272,0.259438,0.268459,0.276239,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional soybean,domestic soybean,Soybean,domestic soybean,0.12672,0.176857,0.233525,0.424683,0.475021,0.540485,0.61317,0.660076,0.714096,0.77116,0.833279,0.899571,0.970341,1.04486,1.11869,1.18898,1.25182,1.31147,1.36766,1.42093,1.46432,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional soybean,imported soybean,traded soybean,imported soybean,0.0832069,0.184652,0.259558,0.277172,0.327952,0.394169,0.482266,0.587006,0.722359,0.887086,1.0904,1.32562,1.61814,1.9698,2.38692,2.84626,3.33206,3.84524,4.36428,4.87225,5.39054,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional sugarcrop,domestic sugarcrop,SugarCrop,domestic sugarcrop,10.939,17.4218,19.5882,21.6446,23.6303,25.7869,27.9272,30.4309,33.0569,35.6747,38.2945,40.1546,41.8444,43.3852,44.7744,45.9928,47.0209,47.8867,48.6276,49.2404,49.6406,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional sugarcrop,imported sugarcrop,traded sugarcrop,imported sugarcrop,0,0,0,0.747964,0.926756,1.10568,1.32961,1.63839,2.00098,2.32349,2.57782,2.74057,2.93403,3.09535,3.29143,3.45605,3.56971,3.63669,3.66907,3.65853,3.62658,Mt
"Reference,date=2020-12-10T11:41:35-07:00",Africa_Southern,regional wheat,domestic wheat,Wheat,domestic wheat,0.408474,0.430415,0.342073,0.112417,0.130623,0.147007,0.163323,0.176543,0.19018,0.202663,0.214081,0.219383,0.2244,0.229435,0.234413,0.238639,0.241822,0.24463,0.247015,0.249069,0.251147,Mt
